ut	altitude	airspeed	aoa	drag	density	density_calc	density_calc_precise	temperature	temperature_calc	force_actual	force_predicted	force_predicted_cache
1399.77198895278	67355.9114173441	2096	-179.995384822805	0	3.6998336681036E-06	3.62920249441289E-06	3.70007178286057E-06	211.80942338106	211.809931609998	0.0313905155168519	0.042308476415729	0.0423084764157098
1400.81198895278	67350.8020895931	2096	-179.996837461183	0	3.71293878830652E-06	3.64227264259548E-06	3.71317681875141E-06	211.832298380256	211.832808158484	0.0319062712746449	0.0424375849597543	0.042437584959752
1401.85198895278	67345.6208507227	2096	-179.996183556165	0	3.72624470366281E-06	3.65554413841066E-06	3.72648456879762E-06	211.85535047889	211.855861487772	0.0315919037144328	0.0425689036782082	0.0425689036782136
1402.89198895278	67340.3674369977	2096	-179.996653369353	0	3.73975279992814E-06	3.66903484415902E-06	3.74001313821477E-06	211.878604004342	211.879144609953	0.0318958294976642	0.0427023588750021	0.0427023588749862
1403.93198895278	67335.0415823609	2096	179.997565009271	0	3.7534647701007E-06	3.6827268716486E-06	3.75374428374076E-06	211.902065491709	211.902600404834	0.0318440296553297	0.0428378166369755	0.042837816636969
1404.97198895277	67329.6430756291	2096	-179.992854836956	0	3.767406296395E-06	3.69662527845956E-06	3.76768309269369E-06	211.925252988057	211.926259961574	0.0319129891004353	0.0429757917443665	0.0429757917443623
1406.01198895277	67324.1715955153	2096	-179.997039363746	0	3.78154540867411E-06	3.71072301897523E-06	3.7818223700825E-06	211.949313703468	211.950091426485	0.032100848215466	0.0431151919551059	0.0431151919551067
1407.05198895277	67318.6269356732	2096	-179.992185258048	0	3.79591549254116E-06	3.72504745421311E-06	3.79618993166213E-06	211.973117642298	211.974138355361	0.0323905342609553	0.0432574972815672	0.0432574972815786
1408.09198895277	67313.0088059872	2096	-179.993308587076	0	3.81048896237265E-06	3.73957625399831E-06	3.81076297586058E-06	211.997346677102	211.998385420356	0.0322983137414139	0.0434015006314244	0.0434015006314416
1409.13198895277	67307.3169565139	2095	-179.99708686439	0	3.82525911227319E-06	3.75430962170325E-06	3.82554166748205E-06	212.02225775321	212.022817293163	0.0327811928741913	0.0435474210965303	0.0435474210965331
1410.17198895277	67301.5511410717	2095	-179.998388871443	0	3.84027871044561E-06	3.76927355477941E-06	3.84055244767569E-06	212.04640392871	212.047446367662	0.0328635481857954	0.0436958794167687	0.0436958794167678
1411.21198895277	67295.7111114033	2095	-179.9930695171	0	3.8554900267982E-06	3.78446423220664E-06	3.85579135889828E-06	212.071492265495	212.072273205182	0.032528658269857	0.0438470819287702	0.0438470819287636
1412.25198895277	67289.7965807893	2095	-179.994256132095	0	3.87093387810375E-06	3.79986465008751E-06	3.871241043234E-06	212.096738219881	212.097299257639	0.0332305447416662	0.0440000179570511	0.0440000179570599
1413.29198895277	67283.8073045741	2095	-179.995935930992	0	3.88662241667887E-06	3.81549328540398E-06	3.88692026237585E-06	212.121472138499	212.122537549318	0.0334958795259896	0.0441552750230681	0.0441552750230569
1414.33198895277	67277.7430260202	2095	-179.997512475427	0	3.90250556858979E-06	3.83133590949838E-06	3.9028144835841E-06	212.147378439846	212.147939746159	0.0333210896521854	0.0443127105713975	0.0443127105713991
1415.37198895277	67271.6035027967	2095	-179.99180840037	0	3.91863564432451E-06	3.847406613272E-06	3.91893799986891E-06	212.172745065792	212.173553710578	0.0336638942506801	0.044472981787017	0.044472981787028
1416.41198895276	67265.388443134	2095	-179.993918416055	0	3.9349752755272E-06	3.86369241437084E-06	3.9352775578205E-06	212.198558385585	212.199365639383	0.0340171844879334	0.0446349509925323	0.0446349509925319
1417.45198895276	67259.0976080563	2095	-179.994931347624	0	3.95154858972871E-06	3.88021246320105E-06	3.95185257727739E-06	212.224539236432	212.225352162292	0.0339020810243786	0.0447993955182097	0.044799395518227
1418.49198895276	67252.7307298916	2095	-179.998716429193	0	3.96835993126017E-06	3.89696760331563E-06	3.96866388338165E-06	212.250755154348	212.251564523292	0.0342590699253286	0.0449660776230807	0.0449660776230771
1419.53198895276	67246.287579576	2095	-179.991625664271	0	3.98538338990021E-06	3.91395872050991E-06	3.98571230626514E-06	212.27735744769	212.277950990216	0.034601719017457	0.0451359483013541	0.0451359483013218
1420.57198895276	67239.7678521944	2095	-179.994147940088	0	4.00267653425591E-06	3.93118884775338E-06	4.00300089831791E-06	212.303715133065	212.304545382966	0.0344218860436798	0.0453076113125768	0.0453076113125802
1421.61198895276	67233.1713112644	2095	-179.995724131015	0	4.02018063933175E-06	3.94863562630378E-06	4.02050684221601E-06	212.3305066202	212.331334851307	0.0346867287297494	0.0454815822502563	0.0454815822502648
1422.65198895276	67226.497705676	2095	-179.992331405626	0	4.03792891986756E-06	3.96632355398765E-06	4.03825500686069E-06	212.357481792576	212.358310298898	0.0344029819976161	0.0456583787289876	0.045658378728987
1423.69198895276	67219.7467479244	2095	-179.996274384191	0	4.05592065422742E-06	3.98424866057009E-06	4.05624131150129E-06	212.384371188831	212.385478159222	0.0350203904841191	0.0458371350711761	0.0458371350711832
1424.73198895276	67212.9182037464	2095	-179.995504117879	0	4.07414475530382E-06	4.00242010386207E-06	4.07447500846256E-06	212.412246873546	212.41284643963	0.0350523419042107	0.0460187471256841	0.0460187471256899
1425.77198895276	67206.0117955735	2095	-179.997483032429	0	4.09260254594841E-06	4.02083048682267E-06	4.09294851422887E-06	212.439535868969	212.440404777405	0.0349806029629357	0.0462026654124064	0.0462026654124093
1426.81198895275	67199.0272744703	2095	-179.996487892856	0	4.11132328856961E-06	4.03949074270886E-06	4.11167290538352E-06	212.467293863779	212.468165210344	0.0352776678907199	0.0463893600838677	0.046389360083865
1427.85198895275	67191.9643794423	2095	-179.992130936098	0	4.13029393246063E-06	4.05841213098598E-06	4.13065956156048E-06	212.495002354377	212.496123599013	0.035914020668704	0.0465789916245028	0.0465789916244957
1428.89198895275	67184.8228292926	2095	-179.99298088119	0	4.14950061097124E-06	4.07756100373766E-06	4.14987419887718E-06	212.523367214048	212.524268631391	0.0354302044436102	0.0467706277767688	0.0467706277767976
1429.93198895275	67177.6023779035	2095	-179.991509611361	0	4.16895918914019E-06	4.09695602869932E-06	4.16933575779943E-06	212.551954791824	212.552600213019	0.0362275589442081	0.0469649688848087	0.0469649688848136
1430.97198895275	67170.3027446944	2095	-179.995628797159	0	4.18867442816893E-06	4.11660250301294E-06	4.18904957453911E-06	212.580224729938	212.581130370833	0.0363450593364452	0.0471615336716667	0.0471615336716564
1432.01198895275	67162.9236941679	2095	-179.992623650247	0	4.20863890114009E-06	4.136519179774E-06	4.20903464297161E-06	212.608936947944	212.609855265425	0.0362525679512192	0.0473613750518617	0.0473613750518338
1433.05198895275	67155.4649298853	2095	-179.997168832263	0	4.22886858964222E-06	4.15666516475058E-06	4.22924932457865E-06	212.638139605675	212.638750519226	0.0368905301943977	0.0475630662062282	0.0475630662062283
1434.09198895275	67147.9262142314	2095	-179.997123557013	0	4.24936398574953E-06	4.17708620618177E-06	4.24974006437133E-06	212.666936672193	212.667870501503	0.0363299855246978	0.0477679264030644	0.0477679264030665
1435.13198895275	67140.3072718447	2095	-179.997129673822	0	4.27011318351144E-06	4.19778096549055E-06	4.27050544897774E-06	212.696016623278	212.69718176031	0.0369436982854406	0.0479756333531344	0.0479756333531402
1436.17198895275	67132.607831819	2095	-179.999636048001	0	4.29111412085512E-06	4.21871038454561E-06	4.29150570870854E-06	212.725472419573	212.726662751224	0.0372743381824834	0.0481855644359734	0.0481855644359743
1437.21198895275	67124.8276444203	2095	-179.997295364075	0	4.3123924488103E-06	4.23991870802621E-06	4.31278575259336E-06	212.755156401604	212.756347549181	0.0372974675113055	0.0483987673814832	0.0483987673814741
1438.25198895274	67116.9664201514	2095	179.999524988701	0	4.3339253677933E-06	4.26138192148552E-06	4.33432111579253E-06	212.785056015085	212.786212103398	0.0374793351257738	0.0486142411374737	0.0486142411374801
1439.29198895274	67109.0239246394	2095	-179.994329273166	0	4.3557111716743E-06	4.28312945855753E-06	4.35614164500994E-06	212.81561860562	212.816279917184	0.0382620986007873	0.0488332426981332	0.048833242698125
1440.33198895274	67100.9998590394	2095	-179.99297497798	0	4.37779619292362E-06	4.30513330992441E-06	4.37821878960344E-06	212.845595318564	212.846540640937	0.0382027070128493	0.0490545709093545	0.0490545709093434
1441.37198895274	67092.8939578369	2095	-179.995065603041	0	4.40014111064368E-06	4.32742345284421E-06	4.40058298072274E-06	212.875785172004	212.876988496191	0.0382346631645704	0.0492785939814947	0.0492785939815011
1442.41198895274	67084.7059529112	2095	179.999691924916	0	4.42276569625747E-06	4.34997537771199E-06	4.42320921751836E-06	212.906419879109	212.907626195586	0.038317931819658	0.0495051434839694	0.0495051434839713
