ut	airspeed	aoa	drag	density	density_calc	density_calc_precise	temperature	temperature_calc	force_actual	force_predicted	force_predicted_cache
19796.1765453544	3164	-179.995103166086	0	1.45293692808498E-06	1.40255549762381E-06	1.45448473117133E-06	239.008375822618	238.999497893243	0.0507721010831424	0.0565190545076785	0.032339578935
19797.1765453544	3164	-179.994056685959	0	1.53115460785492E-06	1.47796066657034E-06	1.53273236822646E-06	238.563502795333	238.554596266161	0.0533951710054893	0.0589735310872863	0.0354413314185328
19798.1765453544	3165	-179.995061700605	0	1.61094905015741E-06	1.55488609330692E-06	1.61256053702297E-06	238.11862158921	238.109717991201	0.0560953404634177	0.0614555699416563	0.0387196170825337
19799.1765453544	3165	-179.992527812307	0	1.69232786421781E-06	1.63333443842531E-06	1.69397197559178E-06	237.673730329898	237.664832336858	0.0586141730630007	0.0639688508612459	0.0421785694423556
19800.1765453545	3165	-179.994236955283	0	1.77530502025928E-06	1.71331147829937E-06	1.77697261039288E-06	237.228832997525	237.219999508862	0.0613153744965602	0.0665161462329457	0.0458224753578609
19801.1765453545	3165	-179.993430067497	0	1.85986837679802E-06	1.79482239968711E-06	1.86156777509646E-06	236.784033463383	236.775188160673	0.0638309598871382	0.0691014306217879	0.0496556170661193
19802.1929789177	3166	-179.979266685272	0	1.94352721184115E-06	1.87942981913743E-06	1.94937934192827E-06	236.352094822357	236.322179067795	0.0649252836451227	0.0717786111253244	0.0537583816818727
19803.2590860955	3166	-179.980777443805	0	2.03640031428717E-06	1.97013955427378E-06	2.0435271925152E-06	235.881549354075	235.845836096489	0.066730226764863	0.0746429737684015	0.0582955314552364
19804.3790860955	3166	-179.979820134869	0	2.13718464932575E-06	2.06738471858142E-06	2.14446104968364E-06	235.381096393107	235.345370417385	0.0697288282680971	0.0777136632576169	0.0633139653176586
19804.9390860955	3166	-179.980588131714	0	2.18834333376515E-06	2.1167456642925E-06	2.1956953693462E-06	235.130931913814	235.095212797659	0.0709833952402191	0.0792733603766621	0.0659213892897493
19806.0590860955	3167	-179.985696243894	0	2.29219764493443E-06	2.21694082523649E-06	2.29969514473012E-06	234.630755616858	234.595059829326	0.0746871782622724	0.0824439567925029	0.0713362055488737
19807.1790860955	3167	-179.974350076156	0	2.39811207367597E-06	2.31911318223435E-06	2.40574958395718E-06	234.130810711897	234.095131565166	0.0778579969189586	0.0856885043651921	0.0770223385210361
19808.2990860956	3167	179.988290668321	0	2.50608133940387E-06	2.42327500288218E-06	2.51387126602635E-06	233.631111388514	233.59545651273	0.0816029027587989	0.0890057965446608	0.0829874236665829
19809.4190860956	3167	-179.974910283422	0	2.61611208670186E-06	2.52941307988066E-06	2.6240462605131E-06	233.131752314487	233.096127347038	0.0849083568733012	0.0924037519055084	0.0892351642387638
19810.5390860956	3168	-179.983853831764	0	2.72820928927404E-06	2.63755268958115E-06	2.73630065021743E-06	232.632738145167	232.597109370483	0.0883993216914017	0.0958784050072651	0.0957743849048974
19811.6590860956	3168	-179.976609047185	0	2.84239525740236E-06	2.74769100614277E-06	2.85063123090796E-06	232.134035752515	232.0984515095	0.0922086789910342	0.0994343580603554	0.0994852160584889
19812.2190860957	3168	-179.981527391714	0	2.90026922924089E-06	2.80350717975274E-06	2.90857242495467E-06	231.884817544499	231.849325038583	0.0943315669024582	0.101240437272601	0.101307270357366
19813.3390860957	3168	-179.980431521492	0	3.01756663189768E-06	2.91665229708932E-06	3.02602594866835E-06	231.386829736887	231.351295686683	0.0980726940170018	0.104911133988831	0.104981577446785
19814.4590860957	3169	-179.976088020077	0	3.13696933371885E-06	3.0318129377861E-06	3.14557253190717E-06	230.88916255913	230.853699393999	0.101824589045698	0.108654560875109	0.108695852336945
19815.5790860957	3169	-179.97768129318	0	3.25845980845736E-06	3.14899886052234E-06	3.26722203195564E-06	230.392044516246	230.356565674257	0.106005341286305	0.112462988639743	0.112449962481666
